,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Free Cash Flow,29532000.0,818916000.0,-163050000.0,129098000.0,-398881000.0,,
Repurchase Of Capital Stock,0.0,-17006000.0,0.0,-16204000.0,0.0,,
Repayment Of Debt,-134150000.0,-227242000.0,-90477000.0,-206187000.0,-343240000.0,,
Issuance Of Debt,208843000.0,152812000.0,3819000.0,26304000.0,825695000.0,,
Issuance Of Capital Stock,12934000.0,,,,734000.0,,
Capital Expenditure,-1100145000.0,,-255594000.0,-355847000.0,-1252291000.0,,-313999000.0
End Cash Position,1801712000.0,-481274000.0,1027777000.0,1520551000.0,1664167000.0,,
Beginning Cash Position,,,1520551000.0,1664167000.0,698687000.0,1240114000.0,1341031000.0
Changes In Cash,618819000.0,155116000.0,-492774000.0,-143616000.0,965480000.0,,
Financing Cash Flow,-359950000.0,-75197000.0,-213538000.0,-295108000.0,345726000.0,,
Net Other Financing Charges,-158259000.0,156200000.0,-15066000.0,-2166000.0,34681000.0,,
Interest Paid Cff,-145544000.0,,,,,,
Net Common Stock Issuance,12934000.0,-17006000.0,0.0,-16204000.0,734000.0,,
Common Stock Payments,0.0,-17006000.0,0.0,-16204000.0,0.0,,
Common Stock Issuance,12934000.0,,,,734000.0,,
Net Issuance Payments Of Debt,74693000.0,-74430000.0,-86658000.0,-179883000.0,482455000.0,,
Net Long Term Debt Issuance,74693000.0,-74430000.0,-86658000.0,-179883000.0,482455000.0,,
Long Term Debt Payments,-134150000.0,-227242000.0,-90477000.0,-206187000.0,-343240000.0,,
Long Term Debt Issuance,208843000.0,152812000.0,3819000.0,26304000.0,825695000.0,,
Investing Cash Flow,-150908000.0,-22154000.0,-371780000.0,-333453000.0,-233656000.0,,
Net Investment Purchase And Sale,116408000.0,74693000.0,-10665000.0,0.0,-23840000.0,,
Sale Of Investment,0.0,193136000.0,0.0,0.0,66000.0,,
Purchase Of Investment,116408000.0,-118443000.0,,,,,
Net Business Purchase And Sale,-22584000.0,116408000.0,-116408000.0,-12700000.0,,-23906000.0,
Purchase Of Business,-22584000.0,116408000.0,-116408000.0,-12700000.0,,-23906000.0,
Net Intangibles Purchase And Sale,15252000.0,-34293000.0,-6930000.0,-3769000.0,-15365000.0,,
Purchase Of Intangibles,15252000.0,-34293000.0,-6930000.0,-3769000.0,-15365000.0,,
Net PPE Purchase And Sale,-1139345000.0,700399000.0,-237777000.0,-316984000.0,-1106083000.0,,
Sale Of PPE,-23948000.0,99657000.0,10887000.0,35094000.0,130843000.0,,
Purchase Of PPE,,,-248664000.0,-352078000.0,,,-308929000.0
Operating Cash Flow,1129677000.0,252467000.0,92544000.0,484945000.0,853410000.0,,
Taxes Refund Paid,-120149000.0,-45855000.0,-87052000.0,-72028000.0,-13087000.0,,
Interest Paid Cfo,-8913000.0,-42698000.0,-11788000.0,-43718000.0,-67144000.0,,
Change In Working Capital,753631000.0,-216344000.0,-567816000.0,-124294000.0,5299000.0,,
Change In Other Current Liabilities,43165000.0,-28093000.0,,,187774000.0,33500000.0,43542000.0
Change In Other Current Assets,-38437000.0,-13318000.0,-51961000.0,-42133000.0,-5579000.0,,
Change In Payable,286405000.0,69835000.0,-404693000.0,698996000.0,120490000.0,,
Change In Inventory,548159000.0,-129275000.0,185534000.0,-368493000.0,-84301000.0,,
Change In Receivables,-232293000.0,-498577000.0,-194394000.0,-339214000.0,81399000.0,,
Other Non Cash Items,276800000.0,197402000.0,155173000.0,173920000.0,269566000.0,,
Provisionand Write Offof Assets,-63975000.0,-254066000.0,95138000.0,100208000.0,271809000.0,,
Depreciation And Amortization,159044000.0,162165000.0,113093000.0,105294000.0,-89757000.0,,
Depreciation,159044000.0,162165000.0,113093000.0,105294000.0,91372000.0,,
Gain Loss On Sale Of PPE,-13454000.0,-645000.0,-899000.0,-3910000.0,501000.0,,
Net Income From Continuing Operations,146693000.0,452508000.0,382770000.0,363398000.0,476223000.0,,
