,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-95970.0,-481682.149504,455100.0,-756819.274109,-14840.0
Tax Rate For Calcs,0.07,0.09406,0.1,0.086188,0.07
Normalized EBITDA,912733000.0,704461000.0,594443000.0,772696000.0,725074000.0
Total Unusual Items,-1371000.0,-5121000.0,4551000.0,-8781000.0,-212000.0
Total Unusual Items Excluding Goodwill,-1371000.0,-5121000.0,4551000.0,-8781000.0,-212000.0
Net Income From Continuing Operation Net Minority Interest,609115000.0,387807000.0,327632000.0,496632000.0,473101000.0
Reconciled Depreciation,12301000.0,13755000.0,21373000.0,5761000.0,13627000.0
Reconciled Cost Of Revenue,1426032000.0,1417294000.0,1318405000.0,1706118000.0,1353486000.0
EBITDA,911362000.0,699340000.0,598994000.0,763915000.0,724862000.0
EBIT,899061000.0,685585000.0,577621000.0,758154000.0,711235000.0
Net Interest Income,-172922000.0,-162220000.0,-138066000.0,-126290000.0,-115420000.0
Interest Expense,160258000.0,156849000.0,139658000.0,115468000.0,118527000.0
Interest Income,6903000.0,5637000.0,4775000.0,8183000.0,8219000.0
Normalized Income,610390030.0,392446317.850496,323536100.0,504656180.725891,473298160.0
Net Income From Continuing And Discontinued Operation,609115000.0,387807000.0,327632000.0,496632000.0,473101000.0
Total Expenses,1823284000.0,1796302000.0,1680575000.0,2037093000.0,1688675000.0
Rent Expense Supplemental,4602000.0,4326000.0,5297000.0,3198000.0,5097000.0
Diluted Average Shares,366310048.0,366311822.0,368539326.0,,374920554.0
Basic Average Shares,366310048.0,366311822.0,368539326.0,,374920554.0
Diluted EPS,1.66284,1.05868,0.89,,1.26187
Basic EPS,1.66284,1.05868,0.89,,1.26187
Diluted NI Availto Com Stockholders,609115000.0,387807000.0,327632000.0,496632000.0,473101000.0
Net Income Common Stockholders,609115000.0,387807000.0,327632000.0,496632000.0,473101000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,609115000.0,387807000.0,327632000.0,496632000.0,473101000.0
Minority Interests,-73848000.0,-91196000.0,-66181000.0,-90662000.0,-67911000.0
Net Income Including Noncontrolling Interests,682963000.0,479003000.0,393813000.0,587294000.0,541012000.0
Net Income Continuous Operations,682963000.0,479003000.0,393813000.0,587294000.0,541012000.0
Tax Provision,55840000.0,49733000.0,44150000.0,55392000.0,51696000.0
Pretax Income,738803000.0,528736000.0,437963000.0,642686000.0,592708000.0
Net Non Operating Interest Income Expense,-172922000.0,-162220000.0,-138066000.0,-126290000.0,-115420000.0
Total Other Finance Cost,19567000.0,11008000.0,3183000.0,19005000.0,5112000.0
Interest Expense Non Operating,160258000.0,156849000.0,139658000.0,115468000.0,118527000.0
Interest Income Non Operating,6903000.0,5637000.0,4775000.0,8183000.0,8219000.0
Operating Income,305162000.0,310828000.0,272169000.0,469176000.0,340976000.0
Operating Expense,397252000.0,379008000.0,362170000.0,330975000.0,335189000.0
Other Operating Expenses,54523000.0,46376000.0,49757000.0,8509000.0,53470000.0
Selling General And Administration,267600000.0,254273000.0,229776000.0,256469000.0,211516000.0
Selling And Marketing Expense,172316000.0,157847000.0,130795000.0,166465000.0,122038000.0
General And Administrative Expense,95284000.0,96426000.0,98981000.0,90004000.0,89478000.0
Rent And Landing Fees,4602000.0,4326000.0,5297000.0,3198000.0,5097000.0
Gross Profit,702414000.0,689836000.0,634339000.0,800151000.0,676165000.0
Cost Of Revenue,1426032000.0,1417294000.0,1318405000.0,1706118000.0,1353486000.0
Total Revenue,2128446000.0,2107130000.0,1952744000.0,2506269000.0,2029651000.0
Operating Revenue,2128446000.0,2107130000.0,1952744000.0,2506269000.0,2029651000.0
