,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,-5815020.0,0.0,0.0
Tax Rate For Calcs,0.34,0.0938,0.34,0.34,0.34
Normalized EBITDA,75692000.0,68714000.0,68706000.0,82891000.0,60222000.0
Total Unusual Items,,,-17103000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,,-17103000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,943000.0,-57000.0,-13498000.0,12216000.0,560000.0
Reconciled Depreciation,18763000.0,18593000.0,19329000.0,17390000.0,13576000.0
Reconciled Cost Of Revenue,590262000.0,637870000.0,544132000.0,775532000.0,621519000.0
EBITDA,75692000.0,68714000.0,51603000.0,82891000.0,60222000.0
EBIT,56929000.0,50121000.0,32274000.0,65501000.0,46646000.0
Net Interest Income,-56481000.0,-55094000.0,-51085000.0,-49923000.0,-51724000.0
Interest Expense,54351000.0,47637000.0,43085000.0,37670000.0,42861000.0
Interest Income,12640000.0,2133000.0,2337000.0,816000.0,258000.0
Normalized Income,943000.0,-57000.0,-2210020.0,12216000.0,560000.0
Net Income From Continuing And Discontinued Operation,943000.0,-57000.0,-13498000.0,12216000.0,560000.0
Total Expenses,692167000.0,713871000.0,628269000.0,866268000.0,703535000.0
Diluted Average Shares,139211000.0,139364000.0,139503000.0,,139906000.0
Basic Average Shares,139211000.0,139362000.0,139497000.0,,139823000.0
Diluted EPS,0.006774,-0.0004,-0.0968,,0.004003
Basic EPS,0.006774,-0.0004,-0.0968,,0.004005
Diluted NI Availto Com Stockholders,943000.0,-57000.0,-13498000.0,12216000.0,560000.0
Net Income Common Stockholders,943000.0,-57000.0,-13498000.0,12216000.0,560000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,943000.0,-57000.0,-13498000.0,12216000.0,560000.0
Minority Interests,-155000.0,-2308000.0,-890000.0,-1887000.0,-1168000.0
Net Income Including Noncontrolling Interests,1098000.0,2251000.0,-12608000.0,14103000.0,1728000.0
Net Income Continuous Operations,1098000.0,2251000.0,-12608000.0,14103000.0,1728000.0
Tax Provision,1480000.0,233000.0,1797000.0,13728000.0,2057000.0
Pretax Income,2578000.0,2484000.0,-10811000.0,27831000.0,3785000.0
Net Non Operating Interest Income Expense,-56481000.0,-55094000.0,-51085000.0,-49923000.0,-51724000.0
Total Other Finance Cost,14770000.0,9590000.0,10337000.0,13069000.0,9121000.0
Interest Expense Non Operating,54351000.0,47637000.0,43085000.0,37670000.0,42861000.0
Interest Income Non Operating,12640000.0,2133000.0,2337000.0,816000.0,258000.0
Operating Income,49477000.0,56094000.0,32126000.0,85128000.0,48617000.0
Operating Expense,101905000.0,76001000.0,84137000.0,90736000.0,82016000.0
Other Operating Expenses,5682000.0,1366000.0,8215000.0,1403000.0,5401000.0
Selling General And Administration,160216000.0,147694000.0,130938000.0,207083000.0,148744000.0
Selling And Marketing Expense,102310000.0,93451000.0,82272000.0,134259000.0,96616000.0
General And Administrative Expense,57906000.0,54243000.0,48666000.0,72824000.0,52128000.0
Gross Profit,151382000.0,132095000.0,116263000.0,175864000.0,130633000.0
Cost Of Revenue,590262000.0,637870000.0,544132000.0,775532000.0,621519000.0
Total Revenue,741644000.0,769965000.0,660395000.0,951396000.0,752152000.0
Operating Revenue,741644000.0,769965000.0,660395000.0,951396000.0,752152000.0
