,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,9585594.205947,,9004984.664912,10319299.319074,12474496.24355,8880960.261771
Tax Rate For Calcs,0.183172,,0.201175,0.270224,0.18287,0.248058
Normalized EBITDA,466431000.0,,507850000.0,369744000.0,424083000.0,510173000.0
Total Unusual Items,52331000.0,,44762000.0,38188000.0,68215000.0,35802000.0
Total Unusual Items Excluding Goodwill,52331000.0,,44762000.0,38188000.0,68215000.0,35802000.0
Net Income From Continuing Operation Net Minority Interest,338840000.0,,319344000.0,241809000.0,312564000.0,326778000.0
Reconciled Depreciation,40462000.0,,38983000.0,38245000.0,42966000.0,42543000.0
Reconciled Cost Of Revenue,1901468000.0,,1711879000.0,1293181000.0,2006983000.0,1737948000.0
EBITDA,518762000.0,,552612000.0,407932000.0,492298000.0,545975000.0
EBIT,478300000.0,,513629000.0,369687000.0,449332000.0,503432000.0
Net Interest Income,-319171000.0,,-81307000.0,-4896000.0,-28870000.0,-31209000.0
Interest Expense,59940000.0,,111675000.0,36611000.0,59203000.0,56935000.0
Interest Income,8375000.0,,16345000.0,23848000.0,11461000.0,16070000.0
Normalized Income,296094594.205947,,283586984.664912,213940299.319074,256823496.24355,299856960.261771
Net Income From Continuing And Discontinued Operation,338840000.0,,319344000.0,241809000.0,312564000.0,326778000.0
Total Expenses,2137016000.0,,1949098000.0,1469222000.0,2251920000.0,1904987000.0
Diluted Average Shares,,1259441966.0,1260055958.0,1260061000.0,,1189975171.0
Basic Average Shares,,1249882634.0,1249878669.0,1260061000.0,,1183510470.0
Diluted EPS,,0.256745,0.253436,0.193464,,0.274609
Basic EPS,,0.258709,0.2555,0.193464,,0.276109
Diluted NI Availto Com Stockholders,338840000.0,,319344000.0,241809000.0,312564000.0,326778000.0
Net Income Common Stockholders,338840000.0,,319344000.0,241809000.0,312564000.0,326778000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,0.0,0.0,0.0
Net Income,338840000.0,,319344000.0,241809000.0,312564000.0,326778000.0
Minority Interests,-2888000.0,,-1747000.0,-1262000.0,-6222000.0,-8962000.0
Net Income Including Noncontrolling Interests,341728000.0,,321091000.0,243071000.0,318786000.0,335740000.0
Net Income Continuous Operations,341728000.0,,321091000.0,243071000.0,318786000.0,335740000.0
Tax Provision,76632000.0,,80863000.0,90005000.0,71343000.0,110757000.0
Pretax Income,418360000.0,,401954000.0,333076000.0,390129000.0,446497000.0
Net Non Operating Interest Income Expense,-319171000.0,,-81307000.0,-4896000.0,-28870000.0,-31209000.0
Total Other Finance Cost,267606000.0,,-14023000.0,-7867000.0,-18872000.0,-9656000.0
Interest Expense Non Operating,59940000.0,,111675000.0,36611000.0,59203000.0,56935000.0
Interest Income Non Operating,8375000.0,,16345000.0,23848000.0,11461000.0,16070000.0
Operating Income,432562000.0,,355987000.0,208214000.0,414394000.0,409766000.0
Operating Expense,235548000.0,,237219000.0,176041000.0,244937000.0,167039000.0
Other Operating Expenses,,,15166000.0,,4651000.0,
Selling General And Administration,239318000.0,,222053000.0,185847000.0,240286000.0,192739000.0
Selling And Marketing Expense,116147000.0,,101424000.0,84834000.0,121382000.0,92368000.0
General And Administrative Expense,123171000.0,,120629000.0,101013000.0,118904000.0,100371000.0
Gross Profit,668110000.0,,593206000.0,384255000.0,659331000.0,576805000.0
Cost Of Revenue,1901468000.0,,1711879000.0,1293181000.0,2006983000.0,1737948000.0
Total Revenue,2569578000.0,,2305085000.0,1677436000.0,2666314000.0,2314753000.0
Operating Revenue,2569578000.0,,2305085000.0,1677436000.0,2666314000.0,2314753000.0
